gene_id,log2FoldChange,pvalue,padj
YPL176C,1.129437,2.602865e-10,2.948209e-09
YPL212C,1.587915,1.314114e-08,1.101113e-07
YPL217C,1.695344,4.929588e-12,8.142807e-11
YPL226W,1.316344,8.103375e-08,5.775248e-07
YPL232W,1.0379,2.079693e-06,1.13329e-05
YPL235W,1.130123,6.002116e-09,5.282612e-08
YPL237W,1.893505,2.442731e-19,1.9864410000000002e-17
YPL240C,1.251387,3.487911e-06,1.816406e-05
YPL242C,1.273462,9.598176000000001e-17,4.169947e-15
YPL249C,1.027086,2.212996e-08,1.772352e-07
YPL249C-A,1.802442,9.325738e-05,0.0003525218
YPL256C,2.82397,1.16718e-22,1.542379e-20
YPL267W,1.106659,0.0121672,0.02665857
YPR018W,2.042639,7.171747e-11,9.152996e-10
YPR043W,1.094706,0.04030223,0.07633235
YPR057W,1.072488,7.683385e-08,5.498056e-07
YPR075C,1.534107,2.911411e-07,1.865361e-06
YPR078C,1.180232,0.00700685,0.01636996
YPR080W,1.57793,0.0003136679,0.001043312
YPR102C,1.090985,0.0005039469,0.001608724
YPR104C,1.040954,2.366455e-06,1.276867e-05
YPR112C,1.934209,2.059885e-07,1.353974e-06
YPR125W,1.044078,5.411124e-07,3.27195e-06
YPR129W,1.649374,1.970202e-17,9.997594e-16
YPR141C,1.517809,3.616692e-10,4.024681e-09
YPR143W,1.188373,4.382415e-08,3.270313e-07
YPR158C-D,1.345253,0.008227211,0.01888715
YPR161C,1.016757,1.105627e-07,7.664472e-07
YPR163C,1.992244,1.310871e-14,3.74543e-13
YPR169W,1.234442,2.480634e-08,1.974236e-07
YPR173C,1.278833,1.669679e-13,3.700886e-12
YPR174C,1.072209,0.004028582,0.01007622
YPR187W,1.103525,0.000216864,0.0007516766
Q0020,-2.954331,1.498179e-12,2.754478e-11
Q0045,-1.12996,0.04380014,0.08188161
Q0050,-2.344345,6.900713999999999e-19,5.149556e-17
Q0055,-1.288245,0.0001862776,0.0006567865
Q0060,-1.149688,3.756238e-05,0.0001566458
Q0085,-2.908972,2.909291e-12,5.000985e-11
Q0105,-1.615824,0.00233962,0.00625905
Q0140,-1.570197,3.708219e-05,0.0001549489
Q0158,-2.986256,1.106544e-24,1.896975e-22
tE(UUC)Q,-1.985767,0.001372225,0.003920732
YAL008W,-1.129973,0.0002607679,0.000885466
YAL010C,-1.02853,0.003341501,0.008529231
YAL049C,-1.036157,0.001055021,0.003096715
YAL061W,-1.273271,0.002025038,0.005536559
YAL062W,-1.233815,0.003875852,0.009740489
YAL063C,-1.056782,0.01009207,0.0226118
YAR027W,-1.349272,0.00809995,0.01863223
YAR035W,-1.23762,0.0022082,0.005955191
YAR061W,-3.345173,1.384738e-15,4.647297e-14
YBL003C,-1.940948,3.246255e-11,4.535461e-10
YBL013W,-1.872918,2.909523e-06,1.54436e-05
YBL016W,-1.371053,0.001812455,0.00502465
YBL029W,-1.162493,2.535688e-07,1.637869e-06
YBL030C,-1.609287,4.081124e-08,3.085408e-07
YBL037W,-1.578908,9.156746e-12,1.441222e-10
YBL044W,-1.319262,0.01153992,0.02542469
YBL045C,-1.74536,3.758998e-11,5.172087e-10
YBL055C,-1.184616,0.002259386,0.006064869
YBL064C,-1.149422,0.0001151124,0.0004264943
YBL071C,-2.717846,3.045801e-06,1.607281e-05
YBL089W,-1.889977,2.005861e-17,1.009776e-15
YBL098W,-2.243265,1.033556e-09,1.050616e-08
YBL102W,-1.17121,0.0007428818,0.002264944
YBL111C,-4.23929,1.067201e-09,1.075185e-08
YBR004C,-1.161847,0.0001003721,0.000376722
YBR005W,-1.640908,0.00010011,0.0003763175
YBR006W,-1.656552,7.328113e-06,3.564588e-05
YBR009C,-2.708756,4.141578e-10,4.568701e-09
YBR010W,-2.123613,3.161188e-09,2.940091e-08
YBR013C,-1.001308,0.003252778,0.008336311
YBR019C,-1.6117,0.0006336155,0.001960499
YBR022W,-1.397091,2.011013e-05,8.913947e-05
YBR037C,-1.2613,3.247524e-06,1.700995e-05
YBR039W,-2.796496,2.98603e-15,9.149946e-14
YBR042C,-1.127849,0.0008867168,0.0026568
YBR054W,-2.385036,6.933743e-12,1.110625e-10
YBR056W-A,-1.881829,0.0004012739,0.001309974
YBR058C-A,-1.551658,5.39775e-05,0.0002164218
YBR061C,-1.291692,0.00267634,0.007049845
YBR077C,-1.826401,6.195608e-10,6.582704e-09
YBR085C-A,-1.617456,0.0007983197,0.002422843
YBR096W,-1.685351,2.319003e-10,2.640833e-09
YBR097W,-1.246485,1.966512e-07,1.300687e-06
YBR104W,-1.971479,5.802061e-08,4.225312e-07
YBR107C,-1.667895,0.0008514918,0.002560935
YBR111W-A,-1.821379,3.829964e-05,0.0001591504
YBR127C,-1.010174,0.0005270064,0.00167643
YBR132C,-1.803908,3.924569e-06,2.018941e-05
YBR133C,-1.030333,1.843999e-05,8.236964e-05
YBR139W,-1.961877,1.79409e-13,3.883929e-12
YBR144C,-1.941499,0.0001175764,0.0004343549
YBR145W,-2.485001,5.316082e-10,5.720159e-09
YBR149W,-2.126879,1.980041e-15,6.343131e-14
YBR159W,-1.935795,5.005539e-11,6.741005e-10
YBR163W,-1.319888,3.218804e-09,2.976456e-08
YBR164C,-1.041063,0.01260861,0.02754009
YBR175W,-1.095898,0.01018364,0.02276069
YBR182C-A,-1.206476,0.01067175,0.02370961
YBR194W,-2.571139,3.175407e-13,6.560785e-12
YBR195C,-1.915377,5.314352e-10,5.720159e-09
YBR201C-A,-2.389998,0.0001075624,0.0004020439
YBR201W,-1.213666,1.090161e-05,5.148841e-05
YBR204C,-1.973559,2.296382e-08,1.834502e-07
YBR210W,-2.732648,1.628202e-12,2.967726e-11
YBR211C,-1.563968,7.967389e-11,1.001509e-09
YBR221C,-1.366734,3.362166e-05,0.000141891
YBR223C,-1.273579,1.518393e-06,8.448392e-06
YBR230C,-2.411119,1.356398e-14,3.840908e-13
YBR230W-A,-1.088057,0.0003793876,0.001243004
YBR233W-A,-2.114568,0.0004704515,0.001515528
YBR235W,-1.366554,3.158552e-09,2.940091e-08
YBR240C,-1.09608,0.02308774,0.04665356
YBR244W,-1.059943,0.01481874,0.03175517
YBR251W,-1.323272,3.028497e-05,0.0001291846
YBR254C,-2.411843,1.481278e-05,6.759531e-05
YBR270C,-1.10007,2.60854e-05,0.0001126342
YBR284W,-1.097061,0.0001436396,0.0005191489
YBR285W,-2.34211,7.112511e-11,9.131621e-10
YBR291C,-1.118121,0.009117963,0.02065013
YBR295W,-1.142858,1.208203e-08,1.017746e-07
YBR296C,-1.651084,0.001260283,0.003630325
YBR297W,-3.420293,4.956299e-21,5.070614e-19
YBR298C,-1.599533,3.011098e-08,2.337747e-07
YBR299W,-4.629567,2.5164650000000003e-31,1.064129e-28
YCL002C,-1.528223,1.384155e-07,9.420277e-07
YCL008C,-1.066432,0.001608035,0.004507188
YCL012C,-1.29099,0.001241583,0.003581339
YCL030C,-2.417086,8.092978e-10,8.360547e-09
YCL038C,-2.41676,6.235491e-14,1.527093e-12
YCL039W,-1.188846,5.918734e-07,3.528433e-06
YCL040W,-2.245809,8.252586e-16,2.908119e-14
YCL042W,-2.497749,3.607404e-08,2.746911e-07
YCL048W,-1.325094,0.004470922,0.01101323
YCL049C,-2.441177,1.422691e-30,5.612547e-28
YCR003W,-1.056867,2.63896e-06,1.411939e-05
YCR005C,-2.809404,2.5637479999999996e-19,2.0327310000000003e-17
YCR006C,-2.745751,1.807304e-08,1.477284e-07
YCR007C,-1.812666,1.954606e-07,1.294975e-06
YCR010C,-3.018382,9.550451e-09,8.16422e-08
YCR012W,-2.473626,1.346544e-08,1.125313e-07
YCR020C-A,-3.715476,5.564992e-13,1.086115e-11
YCR022C,-1.177789,0.01012506,0.02266971
YCR024C-A,-1.015645,0.04066432,0.07685751
YCR028C,-1.70891,2.442645e-07,1.584223e-06
YCR041W,-1.393533,6.504788e-07,3.856063e-06
YCR044C,-1.369032,1.500707e-05,6.843266e-05
YCR061W,-2.12769,2.825694e-11,4.027726e-10
YCR063W,-1.043227,0.01458211,0.031354
YCR075C,-2.319653,0.0002898455,0.0009737764
YCR079W,-1.463778,0.000148149,0.0005327148
YCR085W,-1.398476,0.000247364,0.0008453824
YCR097W,-1.507171,1.931725e-06,1.061779e-05
YDL009C,-3.065252,1.814243e-15,5.871297e-14
YDL021W,-2.245568,9.680834e-11,1.185435e-09
YDL022W,-1.264522,1.231031e-05,5.707916e-05
YDL033C,-1.112382,0.002406268,0.006423804
YDL046W,-1.420335,5.27662e-05,0.0002118329
YDL049C,-2.376859,6.875668e-11,8.918683e-10
YDL052C,-2.482992,7.666417e-25,1.430238e-22
YDL066W,-1.059818,8.293788e-05,0.0003163409
YDL069C,-1.35247,0.0003315783,0.001097704
YDL078C,-2.53238,1.34895e-14,3.836947e-13
YDL079C,-1.082654,0.0008285262,0.002504929
YDL085C-A,-1.374687,3.278189e-06,1.71564e-05
YDL085W,-1.220352,0.0002695782,0.0009120518
YDL110C,-1.356685,1.66565e-07,1.120384e-06
YDL119C,-1.010718,0.0006525544,0.002016148
YDL120W,-1.361312,7.589426e-06,3.677596e-05
YDL123W,-2.543466,1.465018e-24,2.3231530000000003e-22
YDL125C,-1.46339,6.797316e-10,7.150145e-09
YDL128W,-1.870091,2.482272e-12,4.325563e-11
YDL133C-A,-2.361664,1.64619e-08,1.354317e-07
YDL138W,-1.303216,1.104187e-06,6.287125e-06
YDL141W,-1.140093,7.14651e-05,0.0002775892
YDL142C,-1.15843,0.003953103,0.009906967
YDL160C,-1.595842,4.675167e-09,4.2243e-08
YDL178W,-1.020756,4.605658e-07,2.822579e-06
YDL179W,-1.152054,0.005402189,0.01302398
YDL183C,-1.232252,0.000131668,0.0004802588
YDL184C,-2.503242,2.566669e-11,3.725488e-10
YDL204W,-1.212272,0.0007449851,0.002269664
YDL205C,-1.039513,5.096991e-06,2.56589e-05
YDL206W,-1.396339,1.652411e-14,4.617289e-13
YDL214C,-1.22219,0.001851666,0.005117699
YDL215C,-2.694043,5.442987e-30,1.817098e-27
YDL216C,-1.319478,2.803839e-05,0.0001202485
YDL222C,-3.590067,9.430931e-13,1.79103e-11
YDL224C,-1.022343,0.001362212,0.003895698
YDL238C,-1.963471,3.199034e-08,2.462557e-07
YDL248W,-1.921898,8.474547e-06,4.063042e-05
YDR007W,-2.552571,1.680432e-13,3.701035e-12
YDR013W,-1.458995,9.606371e-06,4.578002e-05
YDR016C,-1.585343,0.0002368382,0.0008137946
YDR018C,-1.286281,3.382101e-07,2.134594e-06
YDR019C,-1.124683,0.0103807,0.02313748
YDR031W,-1.983742,5.358088e-07,3.242972e-06
YDR038C,-3.723003,6.532166e-10,6.912011e-09
YDR040C,-2.254956,0.0001690039,0.0005996661
YDR044W,-1.544557,0.000123436,0.0004536236
YDR045C,-1.183024,0.001375671,0.003928809
YDR046C,-1.808627,5.367495e-34,3.782891e-31
YDR050C,-1.533321,0.001326551,0.003807382
YDR066C,-1.189238,0.002841619,0.007423553
YDR069C,-1.257351,7.049091e-05,0.0002744775
YDR072C,-2.038195,1.8194790000000003e-17,9.30722e-16
YDR073W,-1.413982,2.067221e-13,4.444875e-12
YDR075W,-2.059471,5.130472e-07,3.123088e-06
YDR077W,-1.187121,3.523311e-07,2.214902e-06
YDR078C,-1.731596,1.633134e-15,5.380455e-14
YDR082W,-1.070133,7.563702e-05,0.0002916508
YDR089W,-1.402235,2.087808e-12,3.719934e-11
YDR100W,-2.206398,1.873887e-12,3.379356e-11
YDR105C,-1.78641,8.20722e-16,2.908119e-14
YDR106W,-2.089264,9.314809e-17,4.103044e-15
YDR107C,-1.23656,2.913264e-10,3.271746e-09
YDR118W,-1.160064,4.112648e-06,2.10545e-05
YDR119W-A,-3.632794,1.299121e-26,3.051972e-24
YDR131C,-1.935645,2.030777e-10,2.337789e-09
YDR134C,-1.16853,0.0001912688,0.0006716856
YDR148C,-2.353188,4.1175669999999996e-19,3.146714e-17
YDR160W,-1.003656,2.261206e-05,9.898434e-05
YDR170W-A,-1.307492,0.02140303,0.04352658
YDR173C,-1.292883,9.232017e-12,1.449472e-10
YDR177W,-1.507672,9.745962e-18,5.470676e-16
YDR178W,-2.092109,6.304018e-09,5.538281e-08
YDR188W,-1.204529,9.225734e-06,4.413185e-05
YDR189W,-1.596024,2.979183e-09,2.783057e-08
YDR196C,-1.037359,0.0002825293,0.0009532358
YDR216W,-1.078022,0.002304551,0.006173045
YDR224C,-1.353501,0.001554822,0.004373498
YDR225W,-3.015986,3.431927e-15,1.041565e-13
YDR228C,-1.340652,6.989003e-12,1.116656e-10
YDR233C,-3.494445,4.47172e-47,2.8364120000000002e-43
YDR235W,-1.061836,6.394926e-09,5.602627e-08
YDR236C,-1.556885,2.384027e-05,0.0001038591
YDR246W-A,-2.189027,0.0001118726,0.0004157048
YDR247W,-1.517468,3.780343e-05,0.0001575474
YDR249C,-2.50779,1.570429e-18,1.037629e-16
YDR254W,-1.739806,3.086439e-11,4.321695e-10
YDR260C,-1.308286,0.02005129,0.04113367
YDR275W,-2.090665,7.135187e-11,9.131621e-10
YDR276C,-1.857669,1.31088e-08,1.100597e-07
YDR288W,-1.757755,5.446677e-07,3.287181e-06
YDR302W,-2.417773,9.863821e-09,8.420756e-08
YDR305C,-1.335535,1.06139e-10,1.289731e-09
YDR315C,-1.710582,2.216011e-08,1.772529e-07
YDR319C,-1.335226,5.486194e-07,3.307883e-06
YDR320C-A,-1.63167,0.0005311272,0.001687846
YDR322C-A,-1.656815,5.122378e-06,2.576625e-05
YDR328C,-1.817456,3.188621e-09,2.956933e-08
YDR330W,-1.605309,1.913369e-06,1.052602e-05
YDR342C,-2.240372,4.543831e-14,1.157491e-12
YDR345C,-1.876048,1.157384e-07,7.997044e-07
YDR352W,-1.016687,0.0008378913,0.00252722
YDR357C,-2.187033,4.268341e-10,4.700362e-09
YDR370C,-1.219946,7.815952e-05,0.0003004641
YDR371W,-2.859125,1.68848e-19,1.3909120000000002e-17
YDR374W-A,-1.397747,0.0001689669,0.0005996661
YDR376W,-1.159112,2.381842e-06,1.283605e-05
YDR377W,-1.169182,7.115956e-05,0.0002765717
YDR378C,-1.637191,4.775384e-07,2.923771e-06
YDR379C-A,-1.559016,8.129345e-05,0.0003106291
YDR380W,-3.086084,1.845778e-10,2.14428e-09
YDR399W,-1.150322,0.00068194,0.002099779
YDR404C,-1.799104,2.363671e-07,1.543012e-06
YDR408C,-1.531355,4.468895e-05,0.0001813576
YDR409W,-1.971447,2.118991e-13,4.540798e-12
YDR424C,-1.284134,1.583017e-05,7.167079e-05
YDR435C,-1.594335,7.252722e-06,3.533335e-05
YDR437W,-3.234457,5.812174e-06,2.893769e-05
YDR456W,-1.595364,2.708536e-14,7.249049e-13
YDR461C-A,-1.364964,0.0006060358,0.001889914
YDR476C,-1.374346,4.508206e-05,0.000182836
YDR492W,-1.584326,0.0001954482,0.0006853112
YDR502C,-1.681157,0.0002048686,0.0007159678
YDR504C,-1.543341,4.073589e-07,2.533213e-06
YDR524C,-1.450637,1.672266e-13,3.700886e-12
YDR529C,-1.016572,2.727502e-05,0.0001172918
YDR541C,-1.858626,2.364508e-07,1.543012e-06
YEL003W,-1.874638,6.434048e-11,8.397359e-10
YEL005C,-1.038652,0.0009417881,0.002800251
YEL012W,-1.757644,1.420031e-12,2.626022e-11
YEL013W,-1.080722,2.37126e-07,1.545828e-06
YEL017C-A,-4.682859,4.955776e-20,4.427392e-18
YEL020W-A,-1.969699,3.293971e-07,2.085196e-06
YEL024W,-3.570304,2.056194e-08,1.659506e-07
YEL025C,-1.391226,3.682214e-07,2.310216e-06
YEL027W,-1.992665,5.908865e-06,2.930409e-05
YEL029C,-1.143331,0.001676579,0.004674522
YEL035C,-1.516764,5.303442e-07,3.216035e-06
YEL039C,-1.396975,0.0003050672,0.001018443
YEL040W,-1.362161,0.0004866734,0.001561441
YEL044W,-1.524334,4.549099e-07,2.790613e-06
YEL046C,-2.643125,9.095903e-13,1.732592e-11
YEL047C,-1.323422,0.0002128405,0.0007399218
YEL048C,-2.01016,2.189381e-05,9.633355e-05
YEL059W,-1.029666,0.04656301,0.08638466
YEL062W,-1.122436,3.2096e-05,0.0001359953
YEL069C,-1.482923,0.01012177,0.02266971
YEL070W,-1.152599,0.02554587,0.0510998
YEL071W,-2.662875,2.367407e-16,9.750951e-15
YEL072W,-2.178254,2.127004e-12,3.778436e-11
YER009W,-2.090327,2.020691e-08,1.641132e-07
YER010C,-1.088657,0.004843755,0.01179875
YER014C-A,-1.111131,0.04508736,0.08396628
YER019W,-1.553398,8.164466e-06,3.93221e-05
YER021W,-1.130777,3.825899e-05,0.0001591323
YER028C,-1.106683,0.002964168,0.007708781
YER037W,-1.322111,0.0001191588,0.0004396882
YER038W-A,-2.243159,1.429732e-05,6.543137e-05
YER039C-A,-2.269542,0.0002621619,0.0008892474
YER044C,-2.390844,2.740818e-15,8.480493e-14
YER046W,-2.562519,6.172178e-12,9.987277e-11
YER048W-A,-1.55113,0.00128803,0.003703906
YER052C,-1.277602,0.001007735,0.002971671
YER053C-A,-1.429269,0.01305857,0.02844238
YER055C,-1.329789,0.0002081888,0.0007255724
YER065C,-1.558848,2.337347e-05,0.000102106
YER066W,-1.841083,1.134204e-09,1.136232e-08
YER070W,-1.284097,0.00139817,0.003984095
YER071C,-1.651777,4.321309e-05,0.0001758182
YER076C,-1.075267,0.01334732,0.02899385
YER078C,-1.93555,6.936364e-14,1.679288e-12
YER081W,-1.230561,1.963324e-10,2.272512e-09
YER089C,-1.194886,0.0002759752,0.0009316183
YER091C,-1.038813,0.02850646,0.05632912
YER094C,-1.53821,2.584259e-09,2.432041e-08
YER119C,-1.950769,1.870838e-21,2.081881e-19
YER136W,-1.739502,1.025028e-13,2.399171e-12
YER139C,-1.676529,0.003175056,0.008184392
YER144C,-1.305705,1.01528e-06,5.822713e-06
YER153C,-1.965756,0.0006133387,0.001907998
YER168C,-1.383805,5.252904e-08,3.856386e-07
YER180C-A,-2.036587,7.275004e-08,5.220062e-07
YER181C,-1.607836,2.4983e-05,0.0001080949
YER185W,-1.000682,0.008528463,0.01951517
YER188W,-6.4021,1.716509e-26,3.808896e-24
YER190C-B,-1.597706,0.0005984691,0.001869995
YFL005W,-2.038169,5.804882e-06,2.892409e-05
YFL009W,-3.032397,1.058831e-40,1.679042e-37
YFL010C,-1.694319,2.039497e-05,9.033891e-05
YFL010W-A,-3.452179,1.462782e-09,1.436289e-08
YFL012W,-1.132232,0.04166134,0.07839154
YFL017W-A,-1.16004,0.03836845,0.07332662
YFL026W,-1.019828,0.0002322936,0.0008016532
YFL028C,-1.041011,0.009112564,0.02065013
YFL030W,-1.457503,0.0003575146,0.001178034
YFL044C,-1.116901,0.001558553,0.004380108
YFL051C,-3.212875,7.000124e-10,7.327027e-09
YFL052W,-3.281739,3.036429e-17,1.481544e-15
YFL054C,-1.419772,0.008930903,0.02029273
YFL055W,-1.398916,0.009828452,0.02211718
YFL066C,-1.585857,0.004338176,0.01071536
YFR020W,-1.870133,2.517179e-07,1.628351e-06
YFR022W,-1.61135,1.253574e-10,1.503104e-09
YFR035C,-1.337737,0.008738761,0.01990304
YFR052W,-1.099036,2.394568e-06,1.289367e-05
YFR055W,-2.623692,5.66766e-10,6.062389e-09
YGL001C,-3.143702,1.626939e-20,1.5176e-18
YGL028C,-1.941688,1.089719e-07,7.570743e-07
YGL033W,-1.130327,0.005596244,0.01342548
YGL039W,-1.52241,9.326043e-06,4.45445e-05
YGL054C,-3.338769,2.968155e-15,9.139324e-14
YGL056C,-1.238143,5.714062e-06,2.856131e-05
YGL059W,-1.093232,0.0005034409,0.001607918
YGL060W,-1.022768,0.0004616809,0.001489543
YGL062W,-1.344014,7.465998e-08,5.351054e-07
YGL063W,-1.162546,0.001225988,0.003541184
YGL077C,-1.676119,1.286573e-09,1.27711e-08
YGL082W,-3.264381,3.518364e-18,2.105376e-16
YGL085W,-1.164445,0.0005948614,0.001861473
YGL087C,-1.244822,5.590555e-05,0.0002231648
YGL088W,-1.041764,0.0140551,0.03042555
YGL098W,-1.010641,0.0005947961,0.001861473
YGL104C,-1.104154,0.0008383994,0.002527551
YGL115W,-1.296008,1.291725e-05,5.967525e-05
YGL117W,-1.643965,3.216838e-05,0.000136211
YGL121C,-1.821355,1.004056e-05,4.767013e-05
YGL124C,-1.241841,0.0001061188,0.000397116
YGL125W,-1.525209,3.914297e-06,2.015291e-05
YGL126W,-1.383351,0.0001008387,0.0003782495
YGL139W,-1.56645,1.165192e-06,6.604835e-06
YGL145W,-1.290689,0.0001015155,0.0003805632
YGL146C,-1.151276,6.433815e-05,0.0002526916
YGL154C,-1.105273,1.094162e-05,5.162189e-05
YGL157W,-1.729624,9.821844e-06,4.670162e-05
YGL159W,-2.255753,1.276454e-12,2.374354e-11
YGL160W,-1.152977,3.331652e-05,0.0001407906
YGL161C,-1.532878,1.504551e-09,1.475019e-08
YGL167C,-1.286126,1.656996e-16,6.914687e-15
YGL179C,-1.671113,3.211841e-15,9.794571e-14
YGL181W,-1.120112,1.920757e-07,1.277082e-06
YGL187C,-2.29086,5.247556e-07,3.185191e-06
YGL188C-A,-3.760494,7.973543e-11,1.001509e-09
YGL194C-A,-2.22782,1.301483e-07,8.924654e-07
YGL196W,-1.648249,1.67453e-13,3.700886e-12
YGL222C,-1.130887,0.0001072557,0.0004011339
YGL240W,-1.472093,0.001993801,0.005455858
YGL247W,-1.422578,1.874969e-11,2.772244e-10
YGL253W,-2.311723,3.970442e-11,5.416024e-10
YGL259W,-1.537781,0.007968263,0.01837248
YGL263W,-1.936501,1.207567e-05,5.615539e-05
YGR006W,-1.459249,5.605006e-06,2.808258e-05
YGR007W,-1.263018,9.523056e-11,1.172908e-09
YGR008C,-1.867695,2.009889e-06,1.101878e-05
YGR015C,-1.968838,6.241798e-05,0.0002460642
YGR016W,-2.121632,3.610689e-09,3.314414e-08
YGR018C,-1.164888,0.01912297,0.03943336
YGR023W,-1.190762,0.0002757978,0.0009315152
YGR029W,-1.546468,2.673003e-10,3.022256e-09
YGR030C,-1.982736,2.311247e-08,1.844055e-07
YGR031C-A,-1.617637,0.000604809,0.001887016
YGR035C,-4.445757,1.7271e-24,2.671951e-22
YGR036C,-1.831186,1.285952e-09,1.27711e-08
YGR038W,-1.230824,4.158636e-05,0.0001700036
YGR040W,-1.303053,0.0009700364,0.002873863
YGR045C,-1.592353,4.189989e-08,3.145219e-07
YGR050C,-2.14665,2.857412e-09,2.67324e-08
YGR052W,-2.245914,1.060448e-08,9.010102e-08
YGR057C,-1.248657,0.01217588,0.02666837
YGR067C,-3.802988,1.354335e-16,5.843907e-15
YGR068C,-1.354814,6.116098e-05,0.0002420113
YGR074W,-2.415237,3.971636e-05,0.0001637977
YGR075C,-1.086963,0.002225712,0.00599223
YGR088W,-1.390135,4.226674e-06,2.156862e-05
YGR096W,-1.005941,0.002825689,0.007394119
YGR108W,-1.226035,1.456446e-05,6.650998e-05
YGR110W,-1.182685,0.004097092,0.01022339
YGR117C,-1.921654,7.766506999999999e-19,5.598063000000001e-17
YGR121C,-1.814085,8.733415e-10,8.97829e-09
YGR121W-A,-1.553584,1.233106e-06,6.952523e-06
YGR122W,-2.657623,7.728905e-11,9.74641e-10
YGR126W,-1.703002,8.331967e-07,4.857506e-06
YGR127W,-1.131484,0.000266661,0.0009030597
YGR131W,-2.888783,1.50423e-30,5.612547e-28
YGR132C,-2.694709,6.474062e-11,8.432233e-10
YGR143W,-1.589338,1.436493e-08,1.194191e-07
YGR146C-A,-1.120025,0.04134642,0.0778914
YGR155W,-1.204969,1.037205e-05,4.917033e-05
YGR161C,-2.037496,2.693814e-09,2.527643e-08
YGR161W-C,-2.221258,3.517342e-06,1.827232e-05
YGR163W,-1.490524,4.246633e-07,2.62538e-06
YGR171C,-1.322221,9.52364e-06,4.541989e-05
YGR174W-A,-1.686492,0.004331611,0.01070748
YGR183C,-1.908974,3.705504e-09,3.391633e-08
YGR197C,-1.767346,6.533094e-16,2.395342e-14
YGR203W,-3.710106,1.316028e-15,4.440195e-14
YGR204C-A,-2.825442,5.54335e-06,2.779563e-05
YGR205W,-3.186814,4.713732e-21,4.901508e-19
YGR212W,-2.076104,8.629688e-09,7.457509e-08
YGR222W,-1.532315,2.42903e-10,2.756232e-09
YGR227C-A,-1.096443,0.009195544,0.02080147
YGR227W,-1.327392,6.320342e-07,3.750227e-06
YGR243W,-2.092829,9.764907e-06,4.646572e-05
YGR247W,-3.169846,4.505796e-09,4.082895e-08
YGR255C,-1.940746,3.851698e-11,5.265371e-10
YGR268C,-1.210161,0.002533668,0.006724292
YGR286C,-2.378391,2.531428e-08,2.0046e-07
YGR287C,-2.922079,3.783378e-14,9.795089e-13
YGR288W,-2.953581,6.983428e-30,2.214794e-27
YGR289C,-1.910259,9.16733e-06,4.388557e-05
YGR292W,-8.159027,1.956277e-25,4.0027950000000004e-23
YGR295C,-2.318903,1.813007e-11,2.686893e-10
YHL006C,-2.118739,7.179868e-06,3.508621e-05
YHL014C,-1.509724,0.0001049298,0.0003928984
YHL018W,-1.386509,0.01495669,0.03202474
YHL020C,-1.280414,2.040967e-05,9.034092e-05
YHL021C,-1.43296,0.00443331,0.01092907
YHL024W,-1.652092,9.209931e-08,6.490954e-07
YHL041W,-1.386243,0.01418956,0.03065544
YHL042W,-1.926422,0.001158683,0.00336209
YHL043W,-2.376931,5.911484e-09,5.22236e-08
YHL044W,-1.887839,6.525817e-07,3.863914e-06
YHL048W,-1.339999,4.86092e-05,0.0001958883
YHR001W-A,-1.046839,0.006922997,0.01619792
YHR002W,-1.017841,1.230559e-05,5.707916e-05
YHR005C-A,-1.023362,0.0008143266,0.002465524
YHR016C,-1.078301,0.0005756589,0.00181081
YHR021W-A,-1.73318,3.924299e-05,0.0001620562
YHR022C,-1.709775,9.357456e-07,5.405678e-06
YHR024C,-1.81636,6.732798e-09,5.882388e-08
YHR026W,-2.053063,5.416249e-09,4.831964e-08
YHR029C,-1.877867,1.54103e-05,7.001971e-05
YHR030C,-1.124547,0.0002156105,0.0007477407
YHR037W,-1.615805,1.879821e-09,1.806622e-08
YHR046C,-1.910606,1.613084e-05,7.2876e-05
YHR051W,-1.798129,8.494953e-07,4.947979e-06
YHR056C,-1.112594,3.494647e-07,2.199062e-06
YHR063C,-1.781471,2.016272e-07,1.330823e-06
YHR074W,-2.092203,2.209065e-13,4.702048e-12
YHR086W-A,-1.218878,0.02862349,0.05650757
YHR093W,-1.102714,0.04781665,0.08832671
YHR101C,-1.756256,3.464751e-14,9.043999e-13
YHR105W,-2.715177,2.055051e-08,1.659506e-07
YHR112C,-1.613915,3.398826e-06,1.772924e-05
YHR120W,-2.141916,5.418827e-10,5.806017e-09
YHR123W,-1.400413,0.000416099,0.001355581
YHR136C,-1.513945,0.001349114,0.003865145
YHR139C,-1.182624,0.008691951,0.01981065
YHR140W,-1.061717,1.220328e-05,5.666572e-05
YHR143W,-2.833594,9.387797e-10,9.604322e-09
YHR147C,-2.437155,4.970302e-13,9.882955e-12
YHR148W,-1.17896,0.02358894,0.0475754
YHR167W,-2.108141,8.223724e-19,5.795898000000001e-17
YHR171W,-2.687444,2.195152e-14,5.950362e-13
YHR177W,-1.468189,0.0001182938,0.0004367505
YHR180W,-1.020668,0.00558857,0.01341214
YHR184W,-1.003484,0.02463858,0.04947214
YHR185C,-1.790492,0.0008296029,0.002506419
YHR194W,-1.33237,2.100894e-08,1.693262e-07
YHR195W,-1.70411,2.364639e-10,2.687975e-09
YHR198C,-2.060261,2.21263e-10,2.533341e-09
YHR206W,-1.226745,0.0005126032,0.00163307
YHR210C,-2.147231,1.835759e-07,1.223132e-06
YHR211W,-2.663654,1.536516e-09,1.501713e-08
