gene_id,log2FoldChange,pvalue,padj
YHR214C-E,-2.055055,5.294331e-05,0.0002124095
YIL006W,-1.040654,0.02978203,0.05859411
YIL010W,-1.176764,0.000160697,0.0005723196
YIL012W,-2.568973,4.632622e-06,2.349347e-05
YIL015W,-1.052108,0.01803463,0.03751841
YIL029C,-1.318003,0.01432584,0.03089724
YIL040W,-1.154952,0.000476041,0.001530462
YIL042C,-1.025567,0.001809128,0.005017622
YIL043C,-3.379853,1.519896e-16,6.470268e-15
YIL049W,-1.296022,4.012792e-07,2.502767e-06
YIL050W,-1.274126,1.583683e-07,1.068649e-06
YIL056W,-1.00116,0.0001492241,0.0005359731
YIL057C,-5.297651,2.319149e-17,1.158296e-15
YIL059C,-1.597076,7.454001e-05,0.000288473
YIL074C,-1.029162,0.01370861,0.02973792
YIL082W-A,-2.680998,0.0001289952,0.0004713228
YIL088C,-1.771566,2.798374e-10,3.152769e-09
YIL103W,-1.57922,6.025849e-06,2.986091e-05
YIL105W-A,-1.348896,0.01495969,0.03202474
YIL108W,-2.047465,3.828881e-17,1.801123e-15
YIL110W,-1.369246,1.21751e-05,5.657632e-05
YIL111W,-1.082815,0.000939701,0.002795743
YIL116W,-1.412612,7.077849e-06,3.464105e-05
YIL120W,-1.165848,0.0002978665,0.000998081
YIL157C,-1.53463,3.192262e-05,0.000135351
YIL160C,-1.252518,0.005120845,0.01239753
YIL162W,-2.553283,6.42368e-16,2.368919e-14
YIL163C,-2.201548,6.792999e-05,0.0002653201
YIL164C,-1.7302,3.950762e-05,0.0001630428
YIL166C,-1.546537,1.348418e-05,6.215856e-05
YIR005W,-1.414683,0.0002142624,0.0007434719
YIR016W,-1.179056,0.001339112,0.003839957
YIR032C,-1.779325,0.0004427404,0.001432077
YIR043C,-3.180524,6.703557e-14,1.629144e-12
YJL002C,-1.468435,1.109131e-07,7.680372e-07
YJL004C,-2.896715,2.966755e-11,4.181807e-10
YJL023C,-1.208591,1.121634e-05,5.277961e-05
YJL045W,-1.603101,7.975562e-05,0.0003058585
YJL046W,-1.496976,2.08996e-06,1.137907e-05
YJL048C,-1.489977,1.512561e-07,1.023925e-06
YJL052W,-1.027077,0.009792743,0.02205018
YJL053W,-2.973664,1.405869e-18,9.588633000000001e-17
YJL060W,-1.327553,0.0004508128,0.001456702
YJL062W-A,-1.006672,0.002268908,0.006087854
YJL077C,-1.198112,0.0326828,0.06357161
YJL078C,-2.954575,2.2434760000000002e-18,1.437411e-16
YJL094C,-1.350354,5.869435e-06,2.917698e-05
YJL101C,-1.525513,5.588428e-14,1.398522e-12
YJL126W,-2.51085,5.628302e-11,7.468686e-10
YJL127C-B,-1.27956,0.02170467,0.04405527
YJL132W,-1.251467,1.361711e-10,1.611443e-09
YJL133C-A,-2.802942,8.025716e-20,6.787615e-18
YJL133W,-1.087539,0.004234471,0.01051243
YJL137C,-1.135802,0.002221429,0.005983237
YJL146W,-1.149548,0.0004179555,0.001360232
YJL147C,-1.092047,0.006112122,0.01449857
YJL159W,-1.381559,1.283367e-06,7.216665e-06
YJL161W,-2.444392,1.330391e-09,1.318542e-08
YJL164C,-1.173569,0.0002070459,0.0007223828
YJL166W,-1.143728,0.03020763,0.05928435
YJL167W,-1.124615,0.0007317923,0.002234838
YJL171C,-1.545634,0.0002834121,0.0009551981
YJL181W,-1.556154,1.617735e-08,1.334368e-07
YJL194W,-1.027848,0.01421792,0.03069581
YJL196C,-2.059761,3.743625e-07,2.346424e-06
YJL199C,-4.765086,5.287232e-21,5.323319e-19
YJL210W,-1.882788,6.269031000000001e-17,2.820175e-15
YJL213W,-1.270969,0.000236783,0.0008137946
YJL214W,-2.515999,2.182462e-10,2.507854e-09
YJL216C,-2.423758,3.348181e-06,1.747943e-05
YJR001W,-1.246219,9.194344e-08,6.487177e-07
YJR008W,-1.468942,0.0005285413,0.00168047
YJR010W,-1.709571,1.990597e-09,1.8987e-08
YJR011C,-2.146439,4.364112e-12,7.284622e-11
YJR016C,-1.362365,0.0006961818,0.002136372
YJR019C,-1.17348,0.01029082,0.02296786
YJR022W,-1.758045,3.196057e-06,1.676806e-05
YJR034W,-1.54715,7.344806e-06,3.567236e-05
YJR042W,-1.424617,2.418021e-11,3.525864e-10
YJR044C,-1.39941,1.63377e-05,7.365319e-05
YJR049C,-1.572626,3.034756e-16,1.203091e-14
YJR058C,-1.023946,6.688752e-05,0.0002615706
YJR062C,-1.510733,6.287192e-08,4.56289e-07
YJR077C,-1.182576,8.081506e-05,0.0003089873
YJR093C,-1.094564,0.0005349075,0.001699008
YJR099W,-1.563901,1.254662e-06,7.067781e-06
YJR109C,-1.303161,5.301515e-06,2.66462e-05
YJR111C,-1.867006,0.0001785743,0.0006313804
YJR115W,-1.079109,0.005188019,0.01255057
YJR116W,-2.283208,9.489925e-10,9.693172e-09
YJR121W,-2.174992,1.243975e-10,1.495712e-09
YJR124C,-2.112722,8.739462e-09,7.531849e-08
YJR131W,-1.039487,3.056624e-05,0.0001300828
YJR136C,-2.05966,8.776855e-10,9.008348e-09
YJR149W,-1.039353,0.001397999,0.003984095
YJR151C,-1.013701,0.03488363,0.06737723
YJR152W,-1.280058,0.00773186,0.01789244
YJR161C,-2.681182,1.563417e-16,6.567388e-15
YKL007W,-1.184492,0.0003468917,0.001146007
YKL013C,-1.322973,0.005540645,0.0133072
YKL015W,-1.115531,1.268462e-07,8.707631e-07
YKL016C,-1.558751,2.634223e-06,1.411223e-05
YKL023C-A,-1.337561,0.01784216,0.03717898
YKL025C,-1.725773,2.038474e-08,1.653458e-07
YKL033W-A,-1.024238,0.003400226,0.008665181
YKL043W,-1.775084,3.833385e-17,1.801123e-15
YKL044W,-1.914717,2.043549e-09,1.943363e-08
YKL047W,-2.32271,2.1285349999999998e-20,1.9567100000000003e-18
YKL051W,-2.608794,5.849719e-29,1.68658e-26
YKL058W,-2.40915,3.366844e-09,3.108572e-08
YKL062W,-1.741402,1.0778620000000002e-17,5.94511e-16
YKL065C,-1.006618,4.469011e-07,2.74946e-06
YKL077W,-1.37904,1.97444e-05,8.76408e-05
YKL080W,-1.030061,9.134822e-05,0.0003461301
YKL090W,-1.718843,2.732802e-10,3.084371e-09
YKL091C,-1.508068,6.682689e-06,3.288464e-05
YKL096C-B,-1.680684,5.518629e-05,0.0002204324
YKL102C,-2.783339,3.539935e-05,0.0001487007
YKL104W-A,-1.030739,0.04808848,0.08859932
YKL124W,-1.108896,3.073386e-08,2.380279e-07
YKL128C,-1.292486,0.004647893,0.01137407
YKL132C,-2.103425,2.454385e-06,1.319336e-05
YKL138C-A,-1.186823,0.006032178,0.01434112
YKL140W,-1.62961,2.241307e-13,4.75472e-12
YKL142W,-1.217084,4.263253e-05,0.0001735675
YKL148C,-1.834302,2.62099e-08,2.062647e-07
YKL150W,-4.435034,4.085369e-43,1.2956750000000001e-39
YKL151C,-1.897996,6.488045e-08,4.688664e-07
YKL159C,-2.070105,1.791689e-05,8.020241e-05
YKL162C,-1.200722,0.0008400012,0.002531177
YKL164C,-1.641035,2.884509e-06,1.532365e-05
YKL174C,-1.245471,3.099496e-06,1.634256e-05
YKL184W,-2.097404,1.637124e-15,5.380455e-14
YKL187C,-1.785001,1.239904e-07,8.520813e-07
YKL189W,-1.553864,2.385747e-07,1.552081e-06
YKL194C,-1.627475,1.755656e-07,1.175937e-06
YKL196C,-1.270132,3.911707e-05,0.0001617468
YKL206C,-1.793108,4.361513e-09,3.969164e-08
YKL212W,-1.705771,1.048665e-09,1.064269e-08
YKL213C,-1.090459,5.564629e-07,3.342466e-06
YKL215C,-1.089251,8.383749e-06,4.025596e-05
YKL217W,-3.329173,6.07086e-14,1.492537e-12
YKL219W,-2.265826,9.52139e-11,1.172908e-09
YKL220C,-1.168954,0.0002531453,0.0008623525
YKL221W,-1.719971,7.068842e-05,0.0002749601
YKR009C,-1.596756,8.006348e-05,0.0003066683
YKR021W,-1.928255,1.880676e-12,3.379356e-11
YKR027W,-1.618822,5.201498e-07,3.160259e-06
YKR030W,-1.264798,0.0002328255,0.0008026155
YKR032W,-2.977141,4.110952e-05,0.000168557
YKR038C,-1.494911,1.342235e-07,9.164475e-07
YKR039W,-1.180369,0.0019008,0.005232976
YKR046C,-2.595798,8.333906e-18,4.719818e-16
YKR051W,-1.540353,1.730846e-09,1.673591e-08
YKR052C,-1.005954,0.006074508,0.01442499
YKR070W,-1.569244,3.671481e-06,1.902631e-05
YKR074W,-1.709874,9.993376e-11,1.221348e-09
YKR083C,-1.092479,1.730918e-06,9.563777e-06
YKR093W,-1.098878,3.4145e-06,1.779636e-05
YKR097W,-1.638958,0.002291072,0.006142127
YKR102W,-2.076271,9.907659e-07,5.692417e-06
YKR104W,-1.70586,0.004134091,0.01029142
YLL001W,-1.345858,2.445708e-11,3.558056e-10
YLL005C,-1.118853,0.01188802,0.02612811
YLL006W,-1.456624,7.932828e-10,8.235341e-09
YLL014W,-2.395892,5.567617e-09,4.946134e-08
YLL017W,-1.413897,0.01390846,0.03013024
YLL018C-A,-3.232571,2.979712e-07,1.903655e-06
YLL025W,-1.640905,0.005425888,0.01307595
YLL028W,-1.164355,5.89291e-08,4.281641e-07
YLL031C,-1.571559,5.113871e-10,5.563856e-09
YLL041C,-1.08359,0.0102356,0.02285266
YLL042C,-1.91139,8.855597e-07,5.139163e-06
YLL051C,-1.02786,7.247464e-05,0.0002809943
YLL052C,-4.716943,1.8758e-15,6.039695e-14
YLL063C,-1.084961,0.0003131257,0.001042055
YLL066C,-1.214467,4.148867e-05,0.0001698919
YLR007W,-1.413638,1.547063e-06,8.585317e-06
YLR010C,-1.294901,0.0007543926,0.002296119
YLR034C,-2.723403,1.6087020000000002e-33,1.0204e-30
YLR036C,-2.130432,3.657007e-16,1.44077e-14
YLR047C,-2.231567,5.522518e-11,7.343675e-10
YLR053C,-1.379165,0.0006922103,0.002126242
YLR058C,-1.269554,0.01130684,0.02494584
YLR069C,-1.189579,2.021974e-06,1.10659e-05
YLR078C,-1.55252,3.986844e-05,0.0001641313
YLR081W,-1.534065,0.0005470863,0.001733351
YLR089C,-3.060404,5.217427e-40,6.6188279999999995e-37
YLR090W,-1.620255,8.548658e-11,1.06951e-09
YLR093C,-1.056865,2.383838e-07,1.552081e-06
YLR099C,-1.602436,6.896468e-10,7.242433e-09
YLR100W,-3.122126,2.356692e-25,4.6714060000000004e-23
YLR113W,-2.125928,2.292261e-21,2.506865e-19
YLR120C,-1.116828,0.001257969,0.003625307
YLR125W,-1.830983,5.724213e-05,0.000228213
YLR128W,-2.170112,5.450407e-08,3.99214e-07
YLR132C,-1.409146,0.004553917,0.01119159
YLR142W,-2.126966,7.9375e-07,4.640328e-06
YLR144C,-1.203137,1.663851e-07,1.120362e-06
YLR146W-A,-1.006615,0.03969849,0.07543664
YLR152C,-1.351461,1.672762e-06,9.258578e-06
YLR153C,-2.56628,2.919101e-17,1.435338e-15
YLR166C,-1.052872,0.0002138492,0.0007424442
YLR173W,-2.697773,3.413659e-17,1.652889e-15
YLR174W,-2.928576,6.757012e-12,1.085056e-10
YLR180W,-1.030057,0.02285065,0.04621865
YLR199C,-1.114866,0.002253894,0.006055253
YLR203C,-1.038932,5.498953e-05,0.0002199235
YLR206W,-1.645587,5.1266340000000005e-17,2.373594e-15
YLR227W-B,-1.085302,0.03720204,0.07135547
YLR245C,-1.466173,0.002114359,0.005743631
YLR246W,-1.017766,1.733821e-05,7.77767e-05
YLR251W,-3.213786,5.314715e-11,7.097103e-10
YLR262C-A,-1.327014,0.0002118198,0.0007374164
YLR266C,-1.171543,5.795699e-05,0.0002304835
YLR267W,-2.428076,2.18194e-05,9.611143e-05
YLR274W,-1.696978,2.002928e-07,1.323393e-06
YLR275W,-1.365568,0.0001441551,0.0005204141
YLR281C,-1.095786,0.00319856,0.008233955
YLR304C,-2.637664,4.722834e-27,1.1521900000000001e-24
YLR306W,-2.242371,1.814523e-09,1.749167e-08
YLR307W,-1.30382,0.01945523,0.04005341
YLR315W,-1.337875,0.0138222,0.02996384
YLR328W,-1.198781,2.394599e-05,0.0001040338
YLR346C,-2.34007,9.066697e-08,6.411378e-07
YLR348C,-2.139654,2.852525e-16,1.13796e-14
YLR350W,-1.138855,0.003762201,0.00947722
YLR352W,-1.16988,2.195519e-08,1.762807e-07
YLR354C,-1.660354,5.507977e-05,0.0002201455
YLR358C,-1.538735,0.003908084,0.009809645
YLR359W,-1.602648,0.0009758904,0.002885815
YLR361C,-1.112782,5.881187e-06,2.918965e-05
YLR363C,-1.828224,2.079308e-06,1.13329e-05
YLR370C,-1.671516,1.146213e-06,6.50307e-06
YLR377C,-3.080006,1.596028e-11,2.393288e-10
YLR389C,-1.534187,2.486325e-16,1.017468e-14
YLR390W,-1.008437,0.005436083,0.01309076
YLR390W-A,-1.016221,0.002735511,0.00718185
YLR393W,-2.178807,5.535382e-08,4.045038e-07
YLR404W,-1.022297,0.002936194,0.007642298
YLR408C,-1.026362,0.006524037,0.0153722
YLR426W,-1.389441,1.057339e-09,1.069649e-08
YLR437C,-1.489867,0.0003729525,0.001223817
YLR446W,-1.286344,0.0001169347,0.0004324935
YLR447C,-1.134239,2.566276e-08,2.029662e-07
YLR450W,-1.009763,4.808841e-08,3.559216e-07
YLR456W,-1.37643,0.0001276653,0.0004670019
YLR459W,-1.180227,0.0010858,0.003173838
YML001W,-1.388843,3.546088e-05,0.0001488606
YML003W,-2.209597,3.146005e-09,2.934575e-08
YML005W,-2.054331,4.045075e-13,8.17131e-12
YML035C,-1.024623,3.79088e-08,2.876262e-07
YML042W,-2.07494,4.25289e-06,2.166754e-05
YML046W,-1.093851,0.00168038,0.004683063
YML052W,-1.372924,0.0002420972,0.0008296177
YML070W,-1.44778,2.400126e-07,1.559836e-06
YML086C,-1.155275,0.0004374563,0.001417153
YML087C,-2.924516,6.012835e-14,1.484024e-12
YML120C,-1.406343,0.0001448222,0.0005219358
YML121W,-1.598142,7.320443e-06,3.563589e-05
YML123C,-1.813021,1.206554e-05,5.615539e-05
YML129C,-1.027016,0.007360936,0.01709645
YML131W,-1.185464,0.01081484,0.02398549
YMR006C,-1.099866,0.0003218297,0.001068219
YMR008C,-2.380966,2.125818e-14,5.812097e-13
YMR008C-A,-2.546738,1.458291e-06,8.13539e-06
YMR013C,-1.230203,0.0001002287,0.0003764065
YMR020W,-1.41251,5.189097e-07,3.155747e-06
YMR024W,-1.376008,1.553237e-08,1.284509e-07
YMR025W,-1.237838,0.0003085454,0.001028431
YMR040W,-1.070887,0.00143346,0.004068205
YMR045C,-2.118529,2.561057e-07,1.650893e-06
YMR058W,-1.291588,0.001644507,0.004591156
YMR062C,-1.07876,0.001046893,0.003077128
YMR064W,-1.097186,6.389121e-05,0.0002512473
YMR069W,-1.530883,0.0003248754,0.001077201
YMR070W,-1.048756,0.0001208961,0.0004450631
YMR073C,-1.034581,2.361102e-05,0.0001029311
YMR078C,-1.402392,2.390739e-05,0.0001039373
YMR081C,-1.836055,1.023339e-06,5.863629e-06
YMR082C,-2.215845,0.0005654537,0.001784414
YMR083W,-1.005324,7.038202e-05,0.0002742218
YMR084W,-2.08777,5.401275e-05,0.0002164263
YMR095C,-1.121738,0.04128183,0.07782767
YMR105C,-1.485661,4.975704e-06,2.506822e-05
YMR105W-A,-2.841265,7.844524e-06,3.792517e-05
YMR119W,-1.780284,2.674484e-13,5.617302e-12
YMR120C,-2.109988,7.483492e-05,0.0002894378
YMR121C,-1.178824,0.0006795449,0.002093421
YMR122C,-1.177423,0.03622883,0.06972071
YMR126C,-1.733168,1.857304e-08,1.514252e-07
YMR135C,-1.342161,7.957651e-06,3.841353e-05
YMR145C,-1.790906,1.81616e-10,2.113744e-09
YMR149W,-1.754646,4.055232e-07,2.526752e-06
YMR150C,-4.07259,1.748905e-17,9.018949e-16
YMR154C,-1.56019,1.754807e-11,2.606731e-10
YMR158W,-1.170665,0.0009470682,0.002813702
YMR171C,-1.214317,1.324597e-07,9.063557e-07
YMR175W,-1.476321,0.005383007,0.01298332
YMR178W,-1.475854,9.361284e-06,4.467918e-05
YMR180C,-1.745448,1.69988e-16,7.047282e-15
YMR182C,-2.41845,1.342165e-08,1.123134e-07
YMR187C,-1.212828,0.0008636836,0.002593913
YMR194C-B,-2.309865,3.125945e-13,6.479695e-12
YMR195W,-2.528886,3.728286e-15,1.120783e-13
YMR196W,-1.530421,4.644105e-06,2.35284e-05
YMR206W,-2.998151,1.560143e-15,5.208414e-14
YMR237W,-1.009959,0.0002325058,0.0008019492
YMR241W,-1.018536,0.0002507869,0.0008561577
YMR251W,-1.806461,0.0001868191,0.0006575993
YMR252C,-1.971989,2.88808e-07,1.852284e-06
YMR253C,-2.073056,5.2932040000000007e-17,2.415453e-15
YMR258C,-3.018345,9.204413e-25,1.668103e-22
YMR261C,-1.486702,1.49916e-08,1.241406e-07
YMR262W,-2.173293,1.3181579999999999e-20,1.26683e-18
YMR271C,-2.35979,5.64305e-07,3.386364e-06
YMR272C,-1.269621,9.353286e-05,0.0003531422
YMR291W,-1.107199,4.73777e-08,3.51071e-07
YMR292W,-1.234215,0.001455049,0.004118868
YMR293C,-1.127983,0.0004962764,0.001589839
YMR297W,-1.299706,6.407853e-06,3.170438e-05
YMR300C,-2.117304,1.61973e-05,7.312417e-05
YMR303C,-2.931307,5.757739e-14,1.432209e-12
YMR313C,-1.142715,1.236328e-07,8.505456e-07
YMR319C,-2.554916,6.206505000000001e-28,1.5747140000000002e-25
YMR320W,-1.103023,0.005732198,0.01372568
YNCA0003W,-1.090004,0.001885248,0.005196927
YNCB0003W,-1.342047,0.0006280171,0.001946025
YNCB0009C,-2.039443,4.939587e-08,3.647474e-07
YNCB0010W,-1.853173,3.151334e-18,1.940671e-16
YNCB0011C,-3.393571,6.539416e-14,1.595366e-12
YNCB0013W,-2.203916,5.747249e-06,2.868199e-05
YNCC0004C,-3.10111,1.5826510000000003e-17,8.365628e-16
YNCC0006C,-1.008411,0.001891658,0.005210069
YNCC0007C,-1.172135,0.005752867,0.01376998
YNCC0011W,-1.744422,0.0002189514,0.0007576699
YNCC0012C,-1.539333,4.712353e-05,0.0001902639
YNCD0001W,-23.27064,3.834983e-11,5.253845e-10
YNCD0002C,-1.076875,0.0007106484,0.002176554
YNCD0006W,-26.05527,1.034568e-21,1.215234e-19
YNCD0007C,-3.56959,3.307438e-14,8.669041e-13
YNCD0008W,-3.01829,4.088961e-15,1.22341e-13
YNCD0009W,-10.25561,1.819948e-08,1.485705e-07
YNCD0016C,-3.438412,1.14588e-12,2.144047e-11
YNCD0021C,-1.046745,0.04128853,0.07782767
YNCD0024C,-3.611048,2.233376e-11,3.271663e-10
YNCD0027C,-1.333796,0.002176257,0.005891592
YNCD0028W,-2.086617,0.0009744504,0.002884246
YNCD0030W,-1.251353,0.000137148,0.0004985271
YNCD0031C,-11.40445,7.850895e-05,0.0003016246
YNCD0032C,-3.031624,2.644551e-24,3.8123610000000003e-22
YNCD0033W,-1.272887,1.065225e-06,6.076189e-06
YNCD0034C,-4.018965,5.1503620000000004e-23,7.101902e-21
YNCE0002W,-1.256918,4.653111e-06,2.355521e-05
YNCE0007C,-1.115801,0.0004294088,0.001393217
YNCE0008C,-2.286118,9.149712e-05,0.0003464873
YNCE0010W,-1.782213,0.003053012,0.007910643
YNCE0017W,-1.752567,2.18936e-12,3.868276e-11
YNCE0019W,-1.62108,3.79637e-06,1.957754e-05
YNCE0020C,-1.702457,1.053388e-07,7.342461e-07
YNCE0023W,-1.093528,0.03596832,0.06924039
YNCE0024W,-2.631139,5.0824129999999995e-26,1.0745920000000001e-23
YNCE0028C,-4.479842,2.505998e-19,2.012094e-17
YNCE0029C,-1.60711,0.006017825,0.0143231
YNCF0003C,-1.701635,1.367606e-06,7.663185e-06
YNCF0011C,-22.67805,9.060769e-09,7.787596e-08
YNCG0005W,-25.33932,2.396956e-12,4.19997e-11
YNCG0008W,-2.144839,0.002015827,0.005513752
YNCG0009C,-22.15948,3.006068e-08,2.336702e-07
YNCG0013W,-2.829634,7.956927e-21,7.88606e-19
YNCG0014C,-1.796769,2.731629e-05,0.0001173897
YNCG0015C,-3.113238,3.285441e-14,8.647117e-13
YNCG0024W,-3.594663,7.0129170000000005e-25,1.347968e-22
YNCG0025C,-3.154014,0.001090161,0.003182187
YNCG0028W,-2.527468,2.086715e-14,5.729884e-13
YNCG0033W,-1.76564,0.002780336,0.00729048
YNCG0036W,-2.618917,0.0002122206,0.0007384067
YNCG0042C,-24.13368,1.277112e-10,1.525559e-09
YNCH0004C,-2.663973,3.687019e-11,5.10628e-10
YNCH0011W,-1.991719,2.204892e-05,9.679309e-05
YNCI0006W,-4.030602,0.0005563641,0.00175735
YNCI0007C,-22.20232,4.135994e-12,6.940373e-11
YNCI0012,-1.280089,5.533359e-08,4.045038e-07
YNCJ0004C,-1.070841,0.002094891,0.005705408
YNCJ0007C,-1.02649,0.01155843,0.02544912
YNCJ0008W,-6.609891,1.1159810000000001e-31,5.056191e-29
YNCJ0011W,-2.054763,0.002161977,0.005855431
YNCJ0021C,-22.32652,9.147445e-09,7.830262e-08
YNCJ0025W,-1.917063,7.244531e-06,3.532057e-05
YNCJ0030W,-1.08984,0.004561173,0.01120508
YNCK0001W,-2.304708,3.345032e-08,2.559414e-07
YNCK0002C,-2.316971,1.40943e-06,7.876667e-06
YNCK0003W,-2.573,8.033358e-10,8.326076e-09
YNCK0014W,-23.69329,1.269414e-09,1.264033e-08
YNCK0020C,-2.231092,5.049576e-18,2.911769e-16
YNCL0001W,-6.642497,0.0003007601,0.001007245
YNCL0003W,-1.406121,1.70493e-05,7.658903e-05
YNCL0004C,-2.16496,0.001985475,0.005441898
YNCL0005C,-1.649401,0.000689698,0.002119551
YNCL0006W,-2.851722,1.355203e-10,1.606739e-09
YNCL0007W,-7.052653,0.0002636018,0.0008936539
YNCL0009C,-2.487271,0.001587942,0.004454807
YNCL0018W,-1.513119,0.009146106,0.02070441
YNCL0031W,-3.449501,1.796468e-09,1.734399e-08
YNCL0033C,-2.375664,5.949482e-05,0.000236155
YNCL0039W,-2.849667,0.0001274917,0.0004666359
YNCL0041C,-1.686116,2.340789e-05,0.000102186
YNCL0042C,-1.330593,0.004252608,0.0105492
YNCL0043C,-1.659849,6.587801e-05,0.0002579409
YNCL0044W,-1.098545,0.04644871,0.08619783
YNCL0045W,-1.709634,7.578949e-05,0.0002920612
YNCL0048W,-2.212265,3.934226e-08,2.977899e-07
YNCM0001W,-1.021022,0.0002833321,0.0009551981
YNCM0002C,-2.078742,2.511689e-12,4.364834e-11
YNCM0003W,-1.392737,0.0008469009,0.002548336
YNCM0009C,-2.300701,0.001799477,0.004997409
YNCM0011W,-3.982485,6.600957e-16,2.406314e-14
YNCM0012W,-1.571106,8.409779e-06,4.03504e-05
YNCM0013W,-1.228589,0.001660044,0.004630457
YNCM0014W,-1.377096,3.046374e-05,0.0001297727
YNCM0015W,-1.965405,7.363461e-09,6.398141e-08
YNCM0026C,-2.0696,4.150625e-07,2.571036e-06
YNCM0030W,-3.262901,7.78051e-22,9.375626e-20
YNCM0031W,-2.836441,5.347979e-16,2.024738e-14
YNCM0032C,-4.682037,3.824211e-14,9.860556e-13
YNCM0034C,-2.048576,1.219202e-11,1.872493e-10
YNCM0036C,-2.598218,4.650443e-09,4.207955e-08
YNCN0001W,-2.200493,2.313676e-10,2.640833e-09
YNCN0002C,-1.328735,0.002184434,0.005909304
YNCN0006W,-1.3252,0.01874297,0.03880112
YNCN0010C,-21.22419,4.930554e-08,3.645047e-07
YNCN0014W,-1.59732,8.113721e-08,5.776132e-07
YNCN0016C,-4.648322,6.379057e-09,5.596454e-08
YNCN0017W,-4.46927,0.0005776516,0.001815681
YNCN0018W,-2.556979,2.647797e-11,3.825735e-10
YNCN0019C,-1.523183,0.0008974107,0.002682505
YNCO0004C,-2.319437,0.001776129,0.004934728
YNCO0007W,-1.837962,6.824584e-05,0.0002662259
YNCO0008W,-1.122199,0.02824585,0.05588378
YNCO0014C,-1.824395,1.198351e-05,5.591487e-05
YNCO0015C,-1.993316,2.048952e-07,1.349214e-06
YNCO0016W,-2.091381,0.002100449,0.005715635
YNCO0017W,-2.937397,0.001219559,0.003525828
YNCO0020C,-1.985612,6.725718e-06,3.307072e-05
YNCO0022C,-1.86612,1.933968e-07,1.284519e-06
YNCO0024C,-2.545189,9.251127e-11,1.143858e-09
YNCO0026W,-3.021773,7.465171e-16,2.69043e-14
YNCO0027C,-1.414812,0.000213407,0.0007413146
YNCO0029C,-1.307305,0.01802248,0.03750545
YNCP0002W,-1.019922,4.051465e-05,0.0001665486
YNCP0012W,-1.198506,0.02914394,0.05748135
YNCP0013C,-2.279482,8.056123e-11,1.009881e-09
YNCP0014C,-4.918455,9.086199e-13,1.732592e-11
YNCP0021W,-1.175461,0.003122111,0.008069906
YNCP0025W,-1.806945,9.079208e-12,1.432572e-10
YNCP0026W,-3.102637,3.020208e-41,6.385725999999999e-38
YNL003C,-1.323845,1.22174e-06,6.90071e-06
YNL006W,-1.515492,0.0001214673,0.0004469067
YNL011C,-1.461536,3.924233e-12,6.620056e-11
YNL015W,-1.519688,6.408992e-05,0.0002518726
YNL020C,-1.47237,1.908376e-06,1.050767e-05
YNL024C-A,-1.399486,0.005664727,0.01357437
YNL026W,-1.513235,3.274183e-07,2.076814e-06
YNL029C,-1.724567,9.477445e-15,2.757589e-13
YNL031C,-1.208625,0.001864493,0.005141947
YNL035C,-1.50749,1.442596e-05,6.597252e-05
YNL036W,-1.692783,1.397416e-05,6.413753e-05
YNL038W,-1.299236,3.094577e-05,0.0001314729
YNL042W-B,-1.517481,0.0002975953,0.0009976991
YNL045W,-1.956121,9.503565999999999e-20,7.931726e-18
YNL046W,-1.480307,0.0004254326,0.001382438
YNL048W,-1.426004,0.0001871184,0.0006582874
YNL052W,-3.06864,1.653532e-08,1.358595e-07
YNL070W,-2.176825,5.058591e-07,3.08229e-06
YNL081C,-1.808792,2.514309e-08,1.996028e-07
YNL092W,-1.199691,0.001005934,0.002967739
YNL101W,-2.1565,6.115803e-12,9.921365e-11
YNL108C,-1.043511,0.01077711,0.02392693
YNL111C,-2.399579,7.501524e-06,3.63778e-05
YNL115C,-1.079895,0.005465876,0.01315252
YNL117W,-1.097028,0.01694863,0.03556567
YNL122C,-2.670523,2.1224e-09,2.015327e-08
YNL142W,-1.380524,0.001435328,0.004071685
YNL146W,-1.354565,0.006826262,0.01598928
YNL158W,-2.297423,3.912398e-09,3.570696e-08
YNL159C,-1.962984,9.337548e-12,1.462421e-10
YNL160W,-1.70166,9.335332e-05,0.0003526743
YNL172W,-1.030876,4.357329e-08,3.259261e-07
YNL184C,-3.931719,6.767956e-15,1.987461e-13
YNL190W,-1.959817,0.0001602802,0.0005711557
YNL193W,-2.683134,1.5370660000000002e-17,8.19295e-16
YNL194C,-2.108175,1.505445e-05,6.859942e-05
YNL211C,-1.868992,5.827003e-06,2.898877e-05
YNL214W,-2.126068,6.948926e-10,7.285461e-09
YNL222W,-3.174949,2.2812489999999998e-24,3.3651070000000003e-22
YNL223W,-1.582442,1.316486e-11,2.007325e-10
YNL231C,-1.459242,0.0001119557,0.0004157698
YNL241C,-1.262296,5.674612e-07,3.398873e-06
YNL251C,-1.131479,5.481908e-06,2.750929e-05
YNL259C,-1.344809,0.003012955,0.007813235
YNL280C,-1.150151,3.946762e-06,2.028713e-05
YNL282W,-1.05777,0.01683162,0.03534027
YNL301C,-1.800308,5.369771e-09,4.804013e-08
YNL307C,-1.339901,1.18381e-05,5.537544e-05
YNL321W,-1.00168,1.582042e-08,1.306626e-07
YNL326C,-1.670825,1.773547e-07,1.185417e-06
YNR002C,-2.632057,5.492381e-12,8.955828e-11
YNR003C,-1.099236,0.0002537636,0.000863754
